Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
MAASHITLA SECURITIES PRIVATE LIMITED,mukul@maashitla.com,Mukul,INZ000006635,9101145121795,"451, KRISHNA APRA BUSINESS SQUARE NETAJI SUBHASH PLACE, PITAMPURA, WEST DELHI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 20, 2015 - Perpetual"
MACONOCHIE & CO.,admin@maconochie.in,Admin,INZ000206024,04424994384,"NEW NO. 30, OLD NO. 46,SREE LAXMI APARTMENTS G2, GROUND FLOOR,SUBRAMANIAN STREET,ABHIRAMAPURAM",METROPOLITAN STOCK EXCHANGE,"Dec 04, 2008 - Perpetual"
MACQUARIE CAPITAL SECURITIES (INDIA) PRIVATE LIMITED,gitanjali.mehta@macquarie.com,Gitanjali.mehta,INZ000243533,9102267204327,"92, 2 North Avenue, Maker Maxity, Bandra Kurla Complex, Bandra East",NSE Clearing Limited,"Dec 26, 2005 - Perpetual"
MACY SECURITIES PVT. LTD.,macysecurities@gmail.com,Macysecurities,INZ000260833,9102266390007,"6C1-2, Court Chamber, 35 V.Thakersery Marg, New Marine Lines,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
MACY SHARES AND STOCK BROKERS PVT. LTD.,macy@vsnl.com,Macy,INZ000271830,9102256390005,"6C1-2, COURT CHAMBERS, 35, VITHALDAS THACKERSEY MARG,NEW MARINE LINES.",NSE Clearing Limited,"Apr 19, 1995 - Perpetual"
MADHAV STOCK VISION PVT. LTD.,msvpl2006@yahoo.co.in,Msvpl2006,INZ000278135,910223678924,"9, SOMNATH COMMERCIAL CENTRE, BEHIND ARIHANT STORE, SOMNATH JUNCTION, SOMNATH JUNCTION,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 17, 2000 - Perpetual"
MADHUVAN SECURITIES PVT. LTD.,info@madhuvan.com,Info,INZ000261738,9107930011992,"82, MADHUBAN BLDG, NR MADALPUR UNDERBRIDGE,ELLISBRIDGE,",METROPOLITAN STOCK EXCHANGE,"Nov 22, 1995 - Perpetual"
MAGNUM EQUITY BROKING LIMITED,info@magnum.co.in,Info,INZ000172031,912224171742,"D-30,EMPIRE MAHAL,1ST FLOOR 806,DR.B.A.ROAD,KHODADAD CIRCLE, DADAR (T.T.)",BOMBAY STOCK EXCHANGE LIMITED,"Oct 27, 1994 - Perpetual"
MAGNUM EQUITY SERVICES LIMITED,magnum_09652@yahoo.com,Magnum_09652,INZ000207336,9102224155233,"103, Harganga Mahal Annexe, Khodadad Circle, Dadar-TT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 29, 1997 - Perpetual"
MAHARATNA SECURITIES PRIVATE LIMITED,mahgupt@yahoo.co.in,Mahgupt,INZ000303733,01179666722,"HOUSE NO. 7A, GROUND FLOOR, BLOCK IA ASHOK VIHAR, PHASE-I",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 31, 2022 - Perpetual"
MAHESH KUMAR GUPTA,ramesh_waram@rediffmail.com,Ramesh_waram,INZ000224114,9101202790738,"95,NAVYUG MARKET,1ST FLOOR,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 31, 2008 - Perpetual"
MAHESHWARI EQUITY SERVICES PRIVATE LIMITED,maheshwari_equity@yahoo.co.in,Maheshwari_equity,INZ000211236,9103322132900,"MARSHALL HOUSE,ROOM NO. 309-310 33/1 NETAJI SUBHAS ROAD",NSE Clearing Limited,"Sep 30, 2008 - Perpetual"
MAITRA COMMODITIES PVT LTD,support@maitracommodities.com,Support,INZ000074139,04424901262,NO 18 FIRST STREET VENKATRATINAM NAGAR EXTENSION ADYAR,BOMBAY STOCK EXCHANGE LIMITED,"Dec 17, 2015 - Perpetual"
MAJORTREND CAPITAL PRIVATE LIMITED,info@majortrend.in,Info,INZ000158634,2230284900,"210, STOCK EXCHANGE TOWERS 2nd floor, Dalal Street, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 16, 2004 - Perpetual"
MALIRAM MAKHARIA FINSTOCK PVT. LTD.,maliram.makharia@gmail.com,Maliram.makharia,INZ000295634,9102222818969,"911, Tulsiani Chambers, 9th Floor, Free Press Journal Marg, Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 04, 1997 - Perpetual"
MALOO EQUITRADE,malooequitrade@yahoo.co.in,Malooequitrade,INZ000204036,00339831235106,"WARDLEY HOUSE,3RD FLOOR 25,SWALLOW LANE,TEA BOARD",NSE Clearing Limited,"Mar 13, 2008 - Perpetual"
MANALI TRADING & HOLDINGS PVT. LTD.,trendset@rediffmail.com,Trendset,INZ000283837,9102221028554,"D-611, NEELKANTH BUSINESS PARK,NATHANI ROAD,VIDYAVIHAR-WEST",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 27, 1996 - Perpetual"
MANASHVI SECURITIES LTD,manashvi@manashvi.com,Manashvi,INZ000225733,9102227226078,"524,P.J.TOWER,DALAL STREET DALAL STREET",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
MANGAL KESHAV FINANCIAL SERVICES LLP,investorgrievances@mangalkeshav.com,Investorgrievances,INZ000166334,00226351177,"501/601,HERITAGE PLAZA J.P.ROAD,ANDHERI (WEST)",NSE Clearing Limited,"Dec 19, 1997 - Perpetual"
MANIPAL STOCK AND SHARE BROKERS LTD,raj_zap@rediffmail.com,Raj_zap,INZ000188032,00809833029320,"S-716, MANIPAL CENTRE, SOUTH BLOCK, 7TH FLOOR, DICKENSON ROAD,BANGALORE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 12, 1996 - Perpetual"
MANISH S.SHAH,msmshah@gmail.com,Msmshah,INZ000236116,9102222722478,"PG-16, STOCK EXCHANGE TOWER, DALAL STREET, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 27, 2002 - Perpetual"
MANOG SECURITIES PVT. LTD.,gvivek@hotmail.com,Gvivek,INZ000278434,9101126855149,"F-7,GROUND FLOOR HAUZ KHAS ENCLAVE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 06, 1995 - Perpetual"
MANSI SHARE & STOCK ADVISORS PRIVATE LIMITED,compliance@mansishares.in,Compliance,INZ000247433,9102240503870,"B-201, AVIRAHI BUILDING, S V ROAD, NEAR ICICI BANK, SIMPOLI SIGNAL, BORIVALI (W)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 28, 2008 - Perpetual"
MANSUKH IFSC BROKING PVT. LTD.,shrenik.n@moneysukh.com,Shrenik.n,INZ000099432,919408742555,"F-10/55, GIFT SEZ Aspire One Business Centre First Floor, Block-12, Road 1- D, Zone- 1 GIFT SEZ",INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED,"Jan 15, 2017 - Perpetual"
MANSUKH SECURITIES & FINANCE LTD.,admin@mansukh.net,Admin,INZ000164537,01147617820,"B 4126, SURAJKUND, GREENFIELD COLONY, FARIDABAD,",NSE Clearing Limited,"Sep 14, 1995 - Perpetual"
MANU STOCK BROKING PRIVATE LIMITED,manustockb@gmail.com,Manustockb,INZ000201738,003322102105,"201 & 202,CENTRE POINT,2ND FLOOR 21,HEMANTA BASU SARANI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 14, 2006 - Perpetual"
MANUBHAI MANGALDAS SECURITIES PVT. LTD,bkeyur@hotmail.com,Bkeyur,INZ000194236,02266790333,"HERITAGE PLAZA,4TH FLOOR, OPP,INDIAN OIL NAGAR, J P ROAD, ANDHERI (WEST),",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
MANYOG SECURITIES PRIVATE LIMITED,manyogsec@yahoo.co.in,Manyogsec,INZ000284039,9102602630700,"1ST FLOOR,A-12,GOKUL VIHAR,TOKARKHADA,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 03, 2009 - Perpetual"
MARCK SECURITIES PVT. LTD.,marck@marck.in,Marck,INZ000217638,0919811036887,"G-193, SECTOR-44",BOMBAY STOCK EXCHANGE LIMITED,"Jun 07, 2000 - Perpetual"
MARFATIA STOCK BROKING PVT. LTD.,shreyanishil@yahoo.com,Shreyanishil,INZ000215330,9102652351355,"216-219, GLACIER COMPLEX,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 19, 2005 - Perpetual"
MARKET CREATORS LIMITED,info@marketcreators.net,Info,INZ000206338,9106252354075,"Creative Castle, 70, Sampatrao Colony Opp. Mesonic Hall, Productivity Road,",METROPOLITAN STOCK EXCHANGE,"Feb 23, 1995 - Perpetual"
MARKET PULSE SECURITIES PRIVATE LIMITED,hiral@market-pulse.in,Hiral,INZ000300936,02200000000,"Office no. 9/10, 4th Floor 156, Agnelo House, CTS no. F/186, S V Road, Khar West",NSE Clearing Limited,"Aug 06, 2021 - Perpetual"
MARKETWOLF SECURITIES PRIVATE LIMITED,thomas@fno.co,Thomas,INZ000228534,918108014333,"704, PLOT NO 9/6,CHRYSALIS, IRLA QUTBI CHS LTD,JVPD SCHEME",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 28, 2019 - Perpetual"
MARQUISE CAPITAL PRIVATE LIMITED,info@marquisecapital.in,Info,INZ000171733,9102266113200,"A-105, 1ST FLOOR, PHOENIX BUILDING, SVP ROAD, OPERA HOUSE, GIRGAUM",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 26, 2018 - Perpetual"
MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,mcibpl@marwadigroup.in,Mcibpl,INZ000250531,9102816199231,"Chandarana House Dr Radhakrishna Road, Nr Kathiyawad Gymkhana, Opp RKC College",NSE Clearing Limited,"Mar 29, 2019 - Perpetual"
MARWADI SHARES AND FINANCE LIMITED,msfl@marwadigroup.in,Msfl,INZ000174730,9107926424483,"Unit Office No 1 Mcx Office, 17th Floor, Unit No. 1 & 2 Gift One Tower, S. C. Road, Zone- 5, Gift City, Gandhinagar",METROPOLITAN STOCK EXCHANGE,"Mar 11, 2004 - Perpetual"
MASTER CAPITAL SERVICES LTD.,hs@mastertrust.co.in,Hs,INZ000210539,002243445454,"A - 852 - A , BASEMENT, SUSHANT LOK, PHASE - 1,",METROPOLITAN STOCK EXCHANGE,"Oct 26, 1994 - Perpetual"
MATA SECURITIES INDIA PRIVATE LIMITED,amol@matasec.com,Amol,INZ000264636,9102222618160,"B-402, 4TH FLOOR, BUSINESS SQUARE CHAKALA, ANDHERI-KURLA ROAD, ANDHERI (EAST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 29, 1994 - Perpetual"
MATALIA STOCK BROKING PVT. LTD.,rupesh@matalia.co.in,Rupesh,INZ000184932,002816697531,"SHOP No 32 B, Market place First Floor, Janadhar Market, Gift City",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 30, 2004 - Perpetual"
MATHISYS ADVISORS LLP,compliance@mathisys-india.com,Compliance,INZ000176759,0918826375924,"Unit No. 4, Partly D-2, 15th Floor, GIFT-One Building, Tower One, Road-5C, Zone-5, GIFT City",NSE Clearing Limited,"Apr 25, 2018 - Perpetual"
MATHRAN SECURITIES PRIVATE LIMITED,mathranar@gmail.com,Mathranar,INZ000205835,910332253927,"506,VAISHNO CHAMBERS 6,BRABOURNE ROAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
MATRIX EQUITRADE PRIVATE LIMITED,accounts@matrix01.com,Accounts,INZ000264236,9102222044808,"204, REGENT CHAMBERS 208, J. B. MARG, NARIMAN POINT,",METROPOLITAN STOCK EXCHANGE,"Apr 12, 2002 - Perpetual"
MAUZAMPURIA SECURITIES,mauzampuria@gmail.com,Mauzampuria,INZ000272623,9105123013201,"MAUZAMPURIA HOUSE, 13/151, CIVIL LINES, KANPUR",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 13, 2010 - Perpetual"
MAVERICK SHARE BROKERS PRIVATE LIMITED,mantri@maverickgroup.in,Mantri,INZ000103531,1415111409,,BOMBAY STOCK EXCHANGE LIMITED,"Apr 19, 2017 - Perpetual"
MAX STOCK BROKING PRIVATE LIMITED,ho@maxstockbroking.com,Ho,INZ000280532,9102682529020,"MAX HOUSE, 2/DESAI SOCIETY, NEAR MAHADEV TEMPLE,COLLEGE ROAD,",BOMBAY STOCK EXCHANGE LIMITED,"Jun 20, 2008 - Perpetual"
MAXGROWTH CAPITAL PRIVATE LIMITED,info@maxgrowthcap.com,Info,INZ000292335,9101815064930,"SCO-144-45, SUITE NO -202 2ND FLOOR, SECTOR -34A",BOMBAY STOCK EXCHANGE LIMITED,"Mar 05, 2010 - Perpetual"
MAXIMUS SECURITIES LIMITED,surya@maximussecurities.com,Surya,INZ000243136,9102261418761,"1ST FLOOR, STERLING CENTRE, OPP. DIVINE CHILD HIGH SCHOOL, ANDHERI-KURLA ROAD, ANDHERI (EAST)",BOMBAY STOCK EXCHANGE LIMITED,"Apr 04, 1995 - Perpetual"
MAXIZO TRADING LLP,gaurav1jain1@yahoo.co.in,Gaurav1jain1,INZ000180555,07404135065,"284/22, SONEPAT STAND DURGA COLONY, ROHTAK",BOMBAY STOCK EXCHANGE LIMITED,"May 25, 2018 - Perpetual"
MBL & COMPANY LIMITED,mblcol@yahoo.com,Mblcol,INZ000289536,9101292510767,"SCO NO. 6, DAYAL BAGH COLONY FARIDABAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 08, 2004 - Perpetual"
MEFCOM SECURITIES LIMITED,invest@mefcom.in,Invest,INZ000252932,9101146500500,"Flat No. 17, 5th Floor, 77, Sanchi Building, Nehru Place,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 02, 1996 - Perpetual"
MEHTA EQUITIES LIMITED,info@mehtagroup.in,Info,INZ000175334,912261507100,"903, LODHA SUPREMUS DR. E. MOSES ROAD, WORLI NAKA",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 17, 1995 - Perpetual"
MEHTA SECURITIES LTD,mehtasec@yahoo.co.in,Mehtasec,INZ000212535,9107926565566,"SHREEJI NIWAS,1ST FLOOR OPP.BANK OF BARODA,BEHIND H.L.C.C,NAVRANGPURA",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 16, 1994 - Perpetual"
MEHTA VAKIL & CO.PVT. LTD.,mehtavakil@gmail.com,Mehtavakil,INZ000233031,9102222722620,"PG-11, GROUND FLOOR, STOCK EXCHANGE ROTUNDA BUILDING. B.S. MARG, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 30, 1997 - Perpetual"
MEHTA WEALTH LTD.,support@mehtafincon.com,Support,INZ000023630,912616677777,"713, LUXURIA BUSINESS HUB NEAR VR MALL, DUMAS ROAD,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 12, 2016 - Perpetual"
MERFIN SHARES & STOCK BROKING PRIVATE LIMITED,mayur24solanki@rediffmall.com,Mayur24solanki,INZ000275537,9102225003589,"B-101/103, Bhaveshwar Plaza, LBS Marg, Near Shreyas Cinema, Ghatkopar-West.",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 14, 2005 - Perpetual"
MERWANJEE SECURITIES LIMITED,merwanjeesecurities@yahoo.co.in,Merwanjeesecurities,INZ000244833,9102222826598,"301, REGENT CHAMBERS, JAMNALAL BAJAJ MARG, NARIMAN POINT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 23, 1998 - Perpetual"
MESH STOCK BROKERS PRIVATE LIMITED,meshstock@rediffmail.com,Meshstock,INZ000222733,9102266845454,"701, SAMROCK APARTMENTS, C D BARFIWALLA MARG, ANDHERI (WEST),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 14, 2006 - Perpetual"
MIB SECURITIES INDIA PRIVATE LIMITED,shyamrao@maybank-ke.co.in,Shyamrao,INZ000010538,02242232631,"Unit 1101, 11th Floor, A Wing Kanakia Wall Street, Chakala, Andheri Kurla Road, Andheri (E)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 07, 2015 - Perpetual"
MICROCURVES TRADING PRIVATE LIMITED,gunjan@quantboxtrading.com,Gunjan,INZ000298936,07966120300,"OFFICE NO. 4A, 17TH FLOOR, GIFT 1 TOWER ROAD 5C, ZONE 5, GIFT CITY",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 19, 2021 - Perpetual"
MILI CONSULTANTS & INVESTMENT PRIVATE LIMITED,manakdaga@rediffmail.com,Manakdaga,INZ000252637,9102240055155,"204,SHREEPAL COMPLEX, NEAR CINE MAGIC CINEMA,SUREN ROAD, ANDHERI (E)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 01, 1994 - Perpetual"
MILLENNIUM STOCK BROKING PRIVATE LIMITED,info@msbpl.in,Info,INZ000182435,913340234334,"UNIT NO. P05-2C, 5TH FLOOR, TOWER-A OF WTC GIFT CITY, BLOCK-51, ZONE-5, ROAD-5E,",NSE Clearing Limited,"Sep 05, 2000 - Perpetual"
MIND SECURITIES PVT. LTD.,mind_off611@hotmail.com,Mind_off611,INZ000232938,9102266345481,"11/13-Botawala Building, 2nd Floor, Room No. 7, Horniman Circle, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
MINDEX CAPITAL MARKET PRIVATE LIMITED,info@mknonline.in,Info,INZ000181235,911140904000,"1306, PADMA TOWER-1, RAJENDRA PLACE,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 07, 2010 - Perpetual"
MIRACLES FIN-TECH PRIVATE LIMITED,info@miraclesfintech.com,Info,INZ000313434,9107946008688,"613, Aaron Spectra, Opp Rajpath Club Rajpath Rangoli Road, Bodakdev",BOMBAY STOCK EXCHANGE LIMITED,"Jul 12, 2023 - Perpetual"
MIRAE ASSET CAPITAL MARKETS (INDIA) PRIVATE LIMITED,kanhaiya.krishna@miraeasset.com,Kanhaiya.krishna,INZ000163138,9102267800321,"506, WINDSOR BUILDING, 5TH FLOOR, OFF. CST ROAD, KALINA, VIDYANAGARI MARG, SANTACRUZ (EAST),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 22, 2018 - Perpetual"
MITHUN SECURITIES PVT. LTD.,pranav@mithunsecurities.com,Pranav,INZ000188632,00117252699,"1327 SANT NAGAR,CIVIL LINE ROAD",BOMBAY STOCK EXCHANGE LIMITED,"Aug 30, 1995 - Perpetual"
MLB CAPITAL PRIVATE LIMITED,shaivi@mlbcapital.com,Shaivi,INZ000280737,9101145060600,"301,PRATAP CHAMBERS,3RD FLOOR,GURUDWARA ROAD,KAROL BAGH,EAST DELHI",BOMBAY STOCK EXCHANGE LIMITED,"Sep 30, 2008 - Perpetual"
MLB SECURITIES LTD.,dinkerbhaia@hotmail.com,Dinkerbhaia,INZ000283735,9103322301247,"ROOM NO.9 & 10,1ST FLOOR 16,INDIA EXCHANGE PLACE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 14, 1994 - Perpetual"
MLB STOCK BROKING PRIVATE LIMITED,mlbstockbroking@gmail.com,Mlbstockbroking,INZ000305131,0919320029911,"Door No. C03, 3rd Floor, CYB6 (Manohar) Tower RIICO Cyber Park, Heavy Industrial Area, Near Saras Dairy",BOMBAY STOCK EXCHANGE LIMITED,"Mar 09, 2022 - Perpetual"
MNM STOCK BROKING PRIVATE LIMITED,mnmstockbroking@yahoo.com,Mnmstockbroking,INZ000001933,9107926464676,"101-102, 1ST FLOOR, J. P. COMPLEX, OPP. C.N. VIDHYALAYA, NR. AMBAWADI CIRCLE, AMBAWADI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 05, 2015 - Perpetual"
MODERN SHARES & STOCKBROKERS LTD,anil.manghnani@modernshares.com,Anil.manghnani,INZ000235036,910222812940,"WANKHEDE STADIUM L& M WING, NORTH STAND, D'ROAD, CHURCHGATE",BOMBAY STOCK EXCHANGE LIMITED,"Jan 02, 1995 - Perpetual"
MOHANLAL HEMCHAND PRIVATE LIMITED,mohanhem@yahoo.co.in,Mohanhem,INZ000159933,9102266333421,"605, P J TOWERS DALAL STREET",BOMBAY STOCK EXCHANGE LIMITED,"Oct 21, 2005 - Perpetual"
MONARCH NETWORTH CAPITAL LIMITED,compliance@mnclgroup.com,Compliance,INZ000008037,07926666768,"Unit No. 803-804A, 8th Floor, X-Change Plaza, Block No. 53, Zone 5, Road-5E, Gift City, Gandhinagar",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 06, 2016 - Perpetual"
MONEY KRISHNA FINANCIAL SERVICES,krishnajak@yahoo.com,Krishnajak,INZ000294819,9104448647155,"No 74/3, Gurulakshmi, Dhanush Flat, Vallalar Street, Padmanaba Nagar, Choolaimedu",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 02, 2020 - Perpetual"
MONEY LOGIX SECURITIES PRIVATE LIMITED,moneylogixs@gmail.com,Moneylogixs,INZ000235531,9102226443638,"VRINDAVAN ANNEXE,BASEMENT 32,MOUNT MARY ROAD,BANDRA (WEST)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 08, 2008 - Perpetual"
MONEY SPELL PRIVATE LIMITED,info@moneyspellindia.com,Info,INZ000159030,9104442042222,"44 PRAKASAM STREET, T.NAGAR, CHENNAI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 13, 2017 - Perpetual"
MONEYBEE SECURITIES PVT. LTD.,akshayv@moneybee.in,Akshayv,INZ000227335,9102240302010,"303, Tower A, Peninsula Business Park, G K Marg, Lower Parel West",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 22, 2005 - Perpetual"
MONEYCARE SECURITIES & FINANCIAL SERVICES PRIVATE LIMITED,mumbai@moneycareindia.in,Mumbai,INZ000266935,9102228621440,"50-A, 3RD FLOOR, 308 HANUMAN BUILDING, PARIN NARIMAN STREET, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 26, 1994 - Perpetual"
MONEYLICIOUS SECURITIES PRIVATE LIMITED,complianceeq@moneylicious.in,Complianceeq,INZ000006031,9103322483749,"ROOM NO 14D, SHRI KRISHNA CHAMBERS, 4TH FLOOR 78, BENTICK STREET",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 30, 2022 - Perpetual"
MONEYPALM BROKERS PRIVATE LIMITED,skatyal@moneypalm.in,Skatyal,INZ000238435,9101244342013,"401-403, FOURTH FLOOR JMD REGENT SQUARE, M.G. ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 30, 2012 - Perpetual"
MONEYPLEX SECURITIES PRIVATE LIMITED,contact@moneyplexindia.com,Contact,INZ000262430,9102267473072,"4/B,Shanti Niwas,Gazadar Street,J.J.S. Road, Chira Bazar,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 05, 2012 - Perpetual"
MONEYWISE FINVEST LIMITED,compliance@stoxkart.com,Compliance,INZ000196835,9107926424802,"10/A, Kalapurnam, C G Road, Navrangpura,",BOMBAY STOCK EXCHANGE LIMITED,"Sep 03, 2018 - Perpetual"
MORE FINTECH PRIVATE LIMITED,corporate@morefintech.in,Corporate,INZ000291630,9102268519900,"D/214, KANAKIA ZILLION, LBS MARG CST ROAD, BKC ANNEXE",BOMBAY STOCK EXCHANGE LIMITED,"Dec 31, 2019 - Perpetual"
MORGAN STANLEY INDIA COMPANY PRIVATE LIMITED,anil.shenoy@morganstanley.com,Anil.shenoy,INZ000244438,9102261181505,"18th Floor, Tower 2, One World Center, Plot- 841, Jupiter Textile Mill Compound, Senapati Bapat Marg,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 23, 1999 - Perpetual"
MOTHER INDIA SECURITIES PVT. LTD,mis605@gmail.com,Mis605,INZ000268132,9102222723120,"R-414, 4th FLOOR, ROTUNDA BUILDING B. S. MARG,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
MOTILAL OSWAL FINANCIAL SERVICES LIMITED,neeraj.agarwal@motilaloswal.com,Neeraj.agarwal,INZ000158836,9102239804263,"Motilal Oswal Tower, Rahimtullah Sayani Road, Opposite Parel ST Depot, Prabhadevi,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 16, 1999 - Perpetual"
MOTISONS SHARES PRIVATE LIMITED,saxenajay2512@gmial.com,Saxenajay2512,INZ000191336,00141931422567,"2ND FLOOR, CHANDWANI SMARITI BHAWAN JWALAPUR-KANKHAL MAIN ROAD,NEAR RAM NAGAR,HARIDWAR",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 13, 2008 - Perpetual"
MPC SECURITIES LTD.,mpc_seurities@rediffmail.com,Mpc_seurities,INZ000276236,9103324851517,"41/2B, SARAT BOSE ROAD, 1ST FLOOR,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 27, 2000 - Perpetual"
MSB E-TRADE SECURITIES LIMITED,info@msbetrade.com,Info,INZ000184638,001147107777,"C-603, Saraswati Vihar, PITAM PURA",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 28, 2006 - Perpetual"
MSE FINANCIAL SERVICES LIMITED,compliance@msefsl.com,Compliance,INZ000297436,9104466459801,"No.25, Abhiramapuram, 3rd Street",BOMBAY STOCK EXCHANGE LIMITED,"Dec 23, 2020 - Perpetual"
MSS SECURITIES PVT. LTD.,mssspl@gmail.com,Mssspl,INZ000269635,9102222721540,"1017, A 10th Floor, Jeejeebhoy Towers, Dalal Street , Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
MUDRA OM SECURITIES PVT. LTD.,mudraom@yahoo.co.in,Mudraom,INZ000208738,9107552769212,"M-6/114,ZONE II,MAHARANA PRATAP NAGAR",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 23, 2006 - Perpetual"
MUKESH BROKERAGE & FINANCIAL (INDIA) LIMITED,mbfl@rediffmail.com,Mbfl,INZ000268232,9102266691600,"102, C Mittal Tower, 210 Nariman Point",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 12, 2001 - Perpetual"
MUKUL AMRATLAL SONAWALA,mukulsonawala@gmail.com,Mukulsonawala,INZ000279713,9102223837100,"165/B,TARDEO ROAD,SONAWALA ESTATE,NM REFINERY COMPOUND,TARDEO",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 16, 1994 - Perpetual"
MULTIGAIN SECURITIES SERVICES PRIVATE LIMITED,securities@multigain.in,Securities,INZ000192837,05912490500,H-50 LAJPAT NAGAR MORADABAD,METROPOLITAN STOCK EXCHANGE,"Feb 06, 2009 - Perpetual"
MUNEER,info@onlineassetplus.com,Info,INZ000196517,04762631154,"VALIYAVILAYIL HOUSE, PADINJATTAKKARA THEVALAKKARA PO, KOLLAM DISTRICT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 30, 2018 - Perpetual"
MUNOTH CAPITAL MARKET LIMITED,siddharth@munoth.com,Siddharth,INZ000302337,917926937954,"Shanti Nivas, Opp. Shapath V, Nr. Karnavati Club, S.G.Road",BOMBAY STOCK EXCHANGE LIMITED,"Dec 29, 2005 - Perpetual"
MUNOTH FINANCIAL SERVICES LTD.,cp-munoth2k@yahoo.com,Cp-munoth2k,INZ000283035,9104428591185,"MUNOTH CENTRE, SUITE NO. 46 & 47 343, TRIPLICANE HIGH ROAD, 3RD FLR,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 17, 1995 - Perpetual"
